Student Number,PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,MT-442,EL-332,CS-318,CS-306,CS-312,CS-317,CS-403,CS-421,CS-406,CS-414,CS-419,CS-423,CS-412
97084,52.27,50.07,75.98,39.82,51.98,60.14,13.21,76.85,47.93,46.03,17.5,87.9,6.49,84.67,5.21,49.37,23.94,67.34,10.38,57.22,6.64,17.59,53.53,6.56,75.07,33.04,79.03,6.02,65.11,49.02,34.58,50.28,11.71,38.07,52.37,50.78,93.88,94.1,77.62,77.35,84.13
97085,82.66,33.7,78.62,15.08,50.02,77.39,21.69,81.89,51.36,93.5,14.96,92.4,31.81,81.14,53.53,66.7,11.21,63.82,51.93,73.12,54.81,58.43,50.04,32.61,29.81,51.09,61.12,19.14,76.81,50.3,48.78,59.41,45.12,71.58,84.6,60.12,78.61,75.87,46.33,47.01,81.36
97086,44.82,11.24,60.94,5.44,43.36,13.5,9.98,51.58,44.79,82.26,14.43,80.91,13.71,52.97,47.68,37.25,5.4,43.54,6.81,56.96,14.65,19.26,24.74,21.3,6.57,22.71,28.29,19.88,15.35,21.38,20.43,21.68,14.82,7.25,7.73,12.63,63.33,69.6,37.34,17.51,81.27
97087,6.35,12.35,14.43,52.85,0,7.49,14.71,8.4,13.41,13.12,21.86,62.58,3.43,14.58,13.7,11.38,0,12.61,13.29,2.52,5.78,12.75,3.15,5.44,14.18,0,8.65,1.99,34.04,6.63,5.03,14.05,12.04,8.03,,,,,,,
97088,31.28,32.16,48.17,38.03,19.95,53.25,11.76,35.69,43.99,17.77,77.05,59.31,12.23,76.15,35.51,17.76,5.08,18.7,21.25,60.07,6.89,10.36,60.4,5.09,56.35,76.54,68.62,7.83,75.14,64.55,60.38,20.6,5.14,20.09,20.99,22.68,78.54,76.36,17.62,50.47,74.46
97089,54.35,37.87,61.07,32.25,84.86,81.4,73.15,76.44,81.77,29.86,73.49,77.84,47.16,76.99,67.36,44.03,10.72,39.41,52.57,84.1,54.8,52.84,77.84,16.2,66.09,24.1,61.96,15.46,75.89,52.97,68.46,29.84,26.83,52.94,39.13,28.01,75.62,84.96,55.12,75.25,46.02
97090,12.11,59.81,12.77,21.03,6.29,64.74,5.85,21.78,45.69,9.17,72.98,78.89,11.28,41.38,12.66,42.83,46.66,51.15,33.54,8.9,16.36,12.38,62.86,60.54,48.15,80.21,53.08,9.62,54.18,37.3,43.23,43.05,34.13,19.53,35,48.96,78.83,87.27,5.81,33.7,81.84
97091,16.85,52.21,5.26,42.76,8.72,12.11,22.9,42.44,27.53,25.53,7.25,88.18,11.3,57.52,13.46,30.85,6.57,37.53,13.1,39.93,15.44,13.4,16.22,6.96,80.13,6.19,80.5,10.47,40.98,24.94,34.46,41.79,6.14,39.71,20.52,8.88,81.03,70.47,25.28,30.3,83.15
97092,0,19.94,11.99,8.81,1.47,13.04,9.1,5.3,28.54,8.56,13.05,57.4,0,0,2.78,2.3,0,2.32,0,9.89,0.26,0,,,,,,,,,,,,,,,,,,,
97093,12.47,11.1,13.85,5.05,10.94,25.4,60.34,27.8,34.57,8,34.41,70.31,13.26,33.55,48.11,8.92,5.13,29.6,7.92,39.21,11.83,7.1,17.21,14.03,9.17,50.89,7.65,29.93,67.75,33.79,15.15,6.53,6.36,15.56,20.63,16.16,84.79,77.56,45.09,26.65,49.14
97094,89.54,71.22,88.43,71.07,78.65,93.13,75.59,85.03,81.11,90.84,78.29,91.89,93.07,88.09,66.31,90.95,85.32,100,87.08,91,91.28,84.73,99.7,80.62,81.46,81.38,85.45,71.4,85.1,94.81,89.39,87.81,83.5,92.36,79.66,70.47,92.6,88.26,93.83,75.08,93.55
97095,24.68,13.04,9.32,10.15,8.54,5.36,12.36,5.97,31.66,64.14,5.86,65.35,11.53,26.62,8.65,24.1,63.69,6.55,9.53,74.9,5.61,10.54,14.81,13.22,54.81,36.01,5.84,7.19,13.31,13.47,7.5,23.95,12.69,16.8,21.41,27.02,42.26,61.95,21.61,16.62,60.66
97096,94.42,52.05,100,76.64,90.75,100,90.6,90.96,88.39,88.74,88.19,92.06,94.11,75.34,98.28,98.59,89.83,99.48,94.07,96.43,94.53,95.65,100,83.6,72.3,92.37,88.15,98.38,91.39,100,86.8,100,94.43,81.33,93.99,76.3,85.46,100,88.15,83.81,87.48
97097,89.5,55.97,96.95,64.99,93.61,100,85.04,89.79,90.34,91.16,80.57,92.99,79.14,92.82,100,85.01,100,88.58,89.53,89.33,93.78,90.8,89.4,89.34,84.51,86.2,91.08,87.29,100,99.81,83.17,93.57,81.04,89.87,90.95,83.39,88.51,100,91.85,88.9,91.06
97098,86.08,47.1,93.71,79.34,46,82.12,46.01,75.5,79.65,81.91,32.29,87.19,81.15,73.34,83.4,80.03,59.56,75.16,42.5,80.43,64.32,61.74,59.25,45.6,82.94,44.15,81.54,20.9,63.31,91.66,68.74,70.75,32.05,70.53,35.63,35.81,82.24,87.1,79.47,77.13,84.93
97099,90.93,70.11,97.13,86.66,100,91.41,78.33,85.04,92.64,91.63,87.39,86.45,97.09,95.08,96.1,100,86.99,93.89,80.87,98.52,93.39,93.47,100,80.88,89.31,88.46,93.42,92.87,100,96.63,86.99,88.3,90.16,87.62,97.96,84.77,91.64,100,96.42,88.47,100
97100,40.38,25.4,79.69,51.43,48.34,21.08,9.59,48.68,36.54,27.56,14.41,90.15,84.47,77.56,77.94,16.13,40.46,51.39,43.85,89.75,17.08,6.02,41.55,7.71,36.33,8.52,37.29,5.43,93.7,43.62,65.51,25.03,10.38,52.89,9.27,23.7,83.89,74.69,26.16,6.51,74.45
97101,86.11,36.32,76.44,33.79,85.59,100,87.6,94.59,76.74,88.15,100,93.64,74.55,93.92,91.51,93.76,87.11,100,94.91,95.38,99.88,96.63,100,80.09,81.89,83.7,84.62,80.73,93.5,76.6,81.95,75,86.49,80.63,77.62,63.03,90.58,100,78.1,77.07,89.49
97102,11.19,24.58,7.78,5.36,45.05,6.77,18.46,19.37,21.88,25.53,9.53,9.62,5.77,39.95,6.3,48.04,11.18,10.41,6.66,12.61,6.03,54.54,6.84,51.94,14.96,13.52,37.84,95.85,13.73,78.88,64.26,48.09,14.14,52.72,35.12,8.67,14.8,23.26,17.49,11.73,21.91
97103,75.09,29.19,83.42,50.04,34.61,47.34,81.08,75.35,39.68,80.16,35.8,88.04,41.45,79.93,58.56,78.97,48.32,83.68,25.9,79.51,65.91,82.49,45.64,59.63,77.97,39.37,70.39,33.54,80,55.13,54.36,69.8,50.84,62.89,79.41,63.38,82.83,87.39,76.65,51.07,81.7
97104,73.49,45.12,82.89,73.39,49.32,79.89,71.51,71.25,83.59,86.66,38.66,82.29,55.41,79.42,18.22,82.47,68.91,77.24,83.38,41.57,62.83,68.46,59.06,22.42,68.46,78.08,83.19,40.69,78.71,73.8,81.22,84.58,61.59,63.54,65.19,59.54,82.74,89.93,77.56,81.23,77.29
97105,85.24,11.77,90.01,39.63,96.58,83.39,72.33,86.39,81.38,94.68,65.1,94.79,88.17,92.08,97.93,85.05,71.75,100,85.99,100,79.34,90.92,92.67,47.24,68.07,89.19,93.78,92.98,94.59,94.76,76.2,77.4,62.06,93.64,76.75,77.5,87.6,100,90.2,93.13,91.8
97106,85.57,16.11,93.36,36.01,12.72,78.85,25.52,77.76,86.91,78.85,36.13,83.77,62.25,89.74,78.23,79.87,83.79,92.74,82.81,93.64,59.86,69.84,64.37,26.16,69.45,38.05,69.48,47.74,52.65,84.77,49.82,72.83,61.44,64.71,64.58,34.23,49.15,80.94,73.31,76.85,94.54
97107,11.69,8.9,22.38,10.52,13.93,11.54,17.96,34.04,61.43,33.81,10.72,60.64,5.33,49.52,10.61,46.91,6.08,6.62,13.25,13.53,10.27,33.5,22.12,11.07,51.2,5.34,29.47,10.44,19.47,19.21,14.05,23.05,11.58,11.97,18.81,8.28,82.29,82.68,41.63,18.78,68.44
97108,82.81,77.98,92.21,94.16,95.38,85.59,93.39,90.6,88.75,76.96,85.77,86.18,89.3,94.2,86.71,96.26,87.14,100,87,98.5,96.28,87.37,87.58,81.69,89.56,89.29,92.02,90.7,89.92,100,90.11,88.23,86.69,93.82,86.16,73.28,93.82,89.18,93.13,80.59,92.45
97109,84.83,29.69,93.98,82.62,67.98,76.11,9.63,75.49,92.99,83.83,18.1,96.24,57.18,81.68,93.66,82.22,24.06,75.85,36.78,95.78,50.65,68.47,54.01,17.5,81.68,41.67,56.25,52.66,79.24,83.29,41.49,72.3,24.49,58.04,51.91,54.27,79.98,90.75,83.17,78.2,86.37
97110,44.49,14.43,41.39,21.88,23.26,46.48,17.63,13.57,71.42,36.83,8.69,94.46,26.98,68.21,24.36,61.28,8.97,58.63,18.3,8.35,21.99,6,61.6,39.5,53.12,63.96,52.69,8.59,24.24,55.25,48.04,38.11,26.71,15.49,29.2,16.83,81.04,82.21,52.8,10.57,49.2
97111,90.08,54.89,74.2,79.63,83.15,100,75.25,78.12,85.94,85.99,72.52,92.39,82.29,87.56,78.65,93.63,83.26,94.57,75.97,98.31,84.09,90.1,86.39,35.13,88.22,78.15,93.45,55.56,100,86.79,94.45,84.33,65.8,77.01,83.49,76.44,94.78,99.9,80.54,92.74,86.04
97112,78.91,17.49,90.76,64.35,89.77,91.14,36,89.43,77.53,83.16,60.4,88.49,90.71,87.31,91.32,87.27,83.57,93.97,52.15,100,66.27,83.9,84.81,5.88,76.62,73.24,75.68,48.58,88.54,76.13,67.67,80.35,41.77,81.69,81.13,47.52,77.27,89.42,83.76,62.63,84.57
97113,55.9,19.82,79.18,40.12,28.69,15.38,9.74,42.47,51.6,72.62,13.04,90.31,10.22,75.44,26.23,32.28,14.9,11.59,9.66,20.67,9.88,13.62,32.24,45.79,42.77,10.39,34.85,6.15,34.95,23.68,13.69,19.64,8.51,19.62,18.81,6.92,71.66,79.79,47.77,15.19,73.68
97114,89.79,12.67,79.81,6.74,88.1,76.18,8.13,79.48,81.43,44.81,72.38,85.94,49.7,73.32,79.25,58.15,53.56,84.17,76.2,22.51,35.01,54.96,78.94,18.87,65.51,58.13,76.54,21.57,94.69,63.96,63.28,61.26,30.84,63.05,27.87,43.83,85.54,94.58,69.13,74.24,77.79
97115,43.46,18.46,7.08,28.67,18.85,55.59,8.48,29.66,34.22,19.72,72.58,46.92,16.26,39.94,11.79,33.92,6.3,20.56,7.36,7.16,10.42,14.97,13.19,9.29,28.07,38.86,34.37,8.4,15.28,8.69,93.84,16.28,10.02,5.77,5.35,17.8,57.49,77.21,32.28,26.23,81.7
97116,51.37,48.53,26.95,46.94,40.74,39.67,11.65,42.29,77.23,30.66,45.67,94.07,12.2,84.9,24.66,74.43,5.88,33.73,8.57,37.99,9.44,7.23,20.42,16.8,84.36,47.62,82.05,9.62,50.09,46.51,22.91,52.35,21.78,61,46.38,25.86,81.24,93.59,45.03,65.93,85.6
97117,82.73,30.92,76.31,74.6,70.52,86.07,13.93,79.26,81.06,67.79,49.61,79.28,26.94,81.71,82.36,83.65,78.31,92.14,47.84,88.53,83.73,45.37,51.27,9.33,53.5,36.9,51.31,19.26,55.19,42.52,25.01,67.25,19.01,46.72,34.38,18.68,94.16,78.66,75.88,48.55,83.14
97118,62.55,20.03,16.05,27.66,8.43,37.67,7.75,49.78,75.28,16.48,14.1,85.94,9.8,47.42,11.27,27.16,69.01,13.98,13.07,12.45,19.3,37.83,11.52,10.59,84.84,6.16,15.76,5.84,54.08,13.24,9.46,30.92,9.56,13.96,11.19,21.24,60.61,79.98,21.91,51.32,69.22
97119,77.58,13.66,79.27,60.65,79.79,82.82,46.36,79.76,76.62,82.76,20.33,82.61,74.2,87.14,91.63,87.25,53.53,73.01,43.31,81.97,68.84,78.66,83.35,21.6,74.46,84.55,78.15,37.77,86.28,85.17,55.53,76.51,41.98,78.26,68.84,47.23,58.03,88.5,58.71,82.25,89.41
97120,10.93,79.17,13.62,23.94,39.75,22.68,12.55,27.1,13.05,31.36,35.85,79.64,20.13,66.57,9.25,21.54,7.04,8.54,20.54,15.67,7.22,9.84,47.22,40.55,59.43,58.53,30.42,10.01,23.03,56.34,48.32,19.84,11.07,11.8,12.95,8.61,82.68,78.88,44.18,44.32,42.22
97121,64.57,50.98,41.15,17.77,85.96,75.94,35.94,43.24,52.76,72.22,11.87,67.55,7.99,63.29,30.12,54.63,6.25,41.91,9.66,62.02,56.65,14.34,81.88,9.77,56.16,33.19,53.04,9.34,78.62,61.5,86.71,24.3,37.4,20.25,8.5,31.44,80.72,83.72,62.54,50.11,49.46
97122,43.65,59.04,47.35,21.08,13.08,49.19,43.01,42.42,51.48,72.06,54.7,91.83,6.68,29.4,20.29,7.87,8.12,41.62,19.9,13.09,8.96,7.47,8.9,31.58,59.48,12.02,44.41,6.25,15.52,18.19,5.7,23.83,17.64,10.96,7.51,6.78,77.76,66.32,28.09,22.96,32.69
97123,69.06,49.22,67.03,53.98,10.87,79.96,44.11,77.91,82.38,82.6,23,90.73,66.23,49.88,77.69,81.04,43.88,79.58,66.6,76.69,65.32,80.67,67.57,50.22,83.49,67.76,59.29,49.04,63.75,56.32,50.66,75.34,53.57,63.18,45.98,62.77,79.57,87.12,52.83,60.33,80.44
97124,47,11.84,37.74,37.29,9.85,70.49,41.76,66.02,66.92,52.92,72.62,60.28,77.43,54.38,6.26,77.08,37.36,86.51,51.25,77.23,63.35,19.77,69.3,11.71,43.28,6.28,36.75,7.89,45.63,7.26,20.73,71.5,14.69,32.74,54.76,21.95,81.88,82.22,26.48,43.96,62.1
97125,80,74.81,81.27,61.75,86.8,94.83,73.43,80.74,79.71,85.81,70.31,88.63,93.86,83.01,74.96,92.74,82.65,91.73,75.55,88.07,79.11,76.84,89.26,28.36,77.6,83.37,82.23,52.19,85.69,86.25,83.74,72.23,74.29,81.1,87.88,54.38,75.03,92.68,75.8,72.56,87.41
97126,82.62,7.54,80.58,12.43,100,46.17,14.71,67.04,78.32,78.23,10.61,90.05,92.08,79.41,81.38,54.34,17.98,43.73,51.94,82.27,44.06,43.67,79.81,10.3,63.66,46.3,61.7,25.23,93.27,80.77,69.99,35.62,34.82,27.96,27.51,25.44,76.93,90.29,83.43,57.91,80.79
97127,75.72,13.08,79.63,57.89,70.97,93.46,11.36,81.81,81.41,77.47,9.06,91.07,49.23,83.83,27.34,50.86,44.14,46.35,21.48,80.79,52.32,26.54,55.42,7.56,45.98,13.09,46.78,23.72,49.45,51.17,29.23,57.17,15.1,31.36,28.66,23.54,74.51,75.65,39.29,22.77,77.98
97128,65.71,48.58,85.18,59.18,60.77,76.93,6.15,84.09,62.04,57.98,20.67,81.11,78.49,84.02,77.5,78.05,73.09,50.69,79.53,50.59,77.73,63.55,83.53,47.11,79.89,52.72,57.8,5.43,84.12,66.08,53.2,48.48,42.88,72.2,66.42,36.94,59.12,89.22,80.51,70.55,83.43
97129,79.66,34.68,48.31,62.21,30.78,90.1,65.12,75.12,75.68,46.26,88.74,79.01,49.06,90.26,24.52,76.4,45.01,80.3,43.51,68.16,54.07,31.66,62.37,28.77,78.32,28.41,49.66,29.24,88.69,58.98,45.75,81.74,40.69,31.95,59.97,54.28,91.68,92.09,53.25,60.23,76.77
97130,34.17,13.82,46.89,21.33,12.99,61.72,6.08,28.01,29.67,20.09,5.42,93.56,10.18,65.76,45.86,62.88,6.29,47.59,31.74,38.16,9.04,7.26,34.48,33.74,70.93,14.05,66.87,6.94,93.69,16.15,16.74,48.78,5.45,19.5,12.4,19.44,75.17,74.76,30.02,39.86,65.31
97131,69.41,18.89,51.11,12.61,46.85,69.88,8.1,76.13,63.1,79.38,28.56,91.15,53.94,63.51,47.56,59.16,22.24,67.53,45.41,60.31,31.62,45.98,66.92,22.54,59.34,23.21,69.05,18.89,80.47,74.71,7.73,6.66,17.31,38.22,18.78,29.63,88.29,79.55,49.38,34.94,77.44
97132,80.03,19.19,71.06,53.58,8.35,76.36,23.76,70.44,80.2,79.96,17.98,78.31,81.15,69.38,39.74,64.26,42.4,53.03,8.83,50.42,23.84,53.1,40.08,5.42,52.85,56.99,71.21,23.32,94.73,49.76,74.76,60.73,20.48,51.39,34.45,32.27,80.91,92.31,48.49,50.3,76.23
97133,81.09,26.16,53.16,7.28,12.58,50.96,28.36,49.94,75.63,84.75,14.89,83.59,44.45,63.64,54.19,45.87,13.29,58.82,23.35,19.33,7.98,41.73,34.78,7.54,51.53,13.11,77.19,11.48,77.26,30.71,5.95,55.97,6.53,32.56,24.57,24.82,82.98,76.95,32.31,10.49,84.44
97134,46.35,23.79,19.22,8.07,22.31,82.57,35.32,12.07,11.84,36.79,10.12,75.43,52.13,49.56,13.45,61.31,61.6,59.52,35.66,89.59,26.76,49.55,59.47,23.61,54.94,9.17,48.04,9.16,81,53.93,24.66,41.84,26.04,34.19,32.1,30.09,80.95,76.29,41.07,31,71.98
97135,78.47,10.18,69.06,12.28,29.83,66.33,42.55,57.97,58.71,60.67,75.15,60.42,11.55,36.72,39.63,81.3,50.7,82.32,32.76,55.29,13.57,23.16,50.41,7.04,50.21,6.96,84.99,5.06,84.99,60.51,17.58,47.79,5.5,36.21,28.44,20.19,81.93,72.63,33.43,43.44,55.33
97136,83.52,11.14,75.79,9.54,56.45,91.92,33.12,75.07,75.7,86.15,43.67,76.27,90.62,73,35.68,71.15,39.35,80.44,71.88,75.8,26.03,33.75,37.64,7.91,38.05,14.89,75.03,6.36,81.33,61.64,38.81,52.86,13.13,37.04,7.22,6.05,61.4,76.56,39.74,43.23,45.14
97137,12.67,9.54,16.97,12.15,16.52,17.96,5.98,20.65,50.26,20.78,13.84,36.96,6.05,28.08,6.8,5.98,16.25,12.85,16.18,40.18,8.7,9.04,34.5,5.18,15.11,14.71,6.24,14.76,64.79,24.65,9.63,8.04,19.68,21.76,6.19,24.81,78.47,83.28,26.99,10.31,46.66
97138,20.59,39.12,0.7,0.56,2.41,64.52,0,0,81.84,37.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97139,5.43,12.07,28.86,5.65,9.65,21.82,11.37,6.01,8.11,5.56,23.03,82.64,8.95,6.34,8.47,5,10.94,14.75,15.67,9.28,13.4,52.72,16.53,7.03,43.45,14.35,23.83,12.58,31.41,13.83,34.32,82.91,22.05,43.4,22.67,8.45,70.16,54.89,28.54,6.55,60.23
97140,11.63,9.86,34.15,16.43,13.59,14.12,12.83,14.16,42.41,11.91,20.69,78.4,12.02,31.51,11.89,5.7,56.82,16.63,13.92,11.53,20.1,12.97,85.24,13.72,5.28,12.5,10.57,13.44,5.42,13.32,9.74,14.32,11.52,36.92,6.53,13.11,54.64,58.62,6.98,11.9,54.14
97141,88.55,48.85,71.43,58.7,84.81,84.94,90.97,92.69,90.95,24.26,83.94,76.5,32.44,78.66,50.82,47.3,89.53,77.61,47.62,92.7,64.86,48.95,57.2,42.21,53.93,77.29,58.64,62.75,83.44,91.47,83.84,67.15,45.85,63.72,79.25,42.79,79.13,87.27,91.52,84.76,90.29
97142,8.65,73.4,8.53,32.43,9.2,37.8,48.88,8.18,32.19,13.67,14.69,49.12,12.55,7.91,7.43,10.44,13.4,13.63,7.11,14.45,8.91,47.49,53.9,21.65,27.97,5.24,80.48,37.44,11.38,49.7,21.98,11.62,26.59,24.67,9.04,9.11,9.47,34.45,18.37,58.67,42.04
97143,42.42,48.72,57.06,84.3,91.87,83.24,33.93,0.69,75.5,,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97144,6.68,8.46,0,0,0,13.43,3.03,2.45,13.23,3.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97145,100,84.15,89.8,99.62,87.38,92.85,85.99,79.64,94.3,80.22,100,92.3,97.53,88.48,92.73,100,88.68,91.42,87.61,94.92,76.08,90.12,92.4,75.57,57.5,86.69,88.89,98.11,100,91.35,87.51,93.05,79.56,89.79,98.39,79.79,82.02,93.65,91.66,78.73,87.34
97146,96.31,87.52,97.43,100,90.98,100,86.14,89.06,60.2,92.75,100,92.81,90.72,88.48,90.47,92.2,79.95,80.41,93.28,76.77,89,78.09,75.95,61.64,74.78,89.28,94.97,87.19,92.58,90.52,85.78,97.94,79.89,89.18,87.35,83.64,84.5,90.93,94.06,90.58,77.12
97147,78.55,37.58,93.95,83.31,49.63,89.07,63.59,35.27,58.12,19.27,90.84,71.22,83.82,91.77,90.37,38,35.19,10.7,44.92,78.4,41.43,47.97,50.88,45.47,77.76,28.28,82.64,75.52,87.44,67.35,75.96,75.28,28.39,79.87,82.94,75.35,80.4,89.1,76.56,55.71,76.89
97148,76,81.54,81.42,19.84,43.36,92.99,65.45,70.01,75.93,5.21,83.24,76.04,83.56,56.13,20.99,47.36,6.57,34.83,17.72,52.25,9.21,33.85,7.59,27.18,40.65,20.7,56.76,45.14,68.88,51.64,66.89,81.04,19.52,23.53,7.09,11.68,76.9,82.12,31.94,28.2,66.9
97149,90.25,75.67,92.59,85.51,57.58,77.97,84.64,67.11,62.6,94.53,94.34,77.62,91.45,91.72,82.8,75.67,78.03,81,76.92,81.1,82.76,82.82,72.18,49.41,67.02,80.9,83.66,84.18,79.28,59.86,85.02,92.22,80.39,78.99,65.98,68.71,80.79,86.88,81.36,56.77,75.11
97150,95.26,74.62,90.7,86.94,75.89,100,78.33,66.79,82.91,89.14,89.86,81.7,81,97.55,47.51,63.35,50.68,76.62,75.29,80.5,51.29,46.04,13.32,42.36,75.13,49.71,76.63,94.02,91.33,55.23,80.67,82.4,54.8,59.94,38.47,35.46,79.52,85.55,81.58,57.9,75.91
97151,94.52,45.18,93.17,92.5,66.72,86.36,81.49,58.43,76.58,56.63,94.75,84.36,59.8,97.75,88.16,84.95,22.12,64.1,46.18,82.53,48.6,68.87,84.09,44.59,81.87,68.67,89.43,88.59,77.64,72.5,84.11,88.05,36.94,93.68,80.9,71.72,75.55,87.65,77.12,80.97,84.93
97152,79.36,43.59,82.01,84.37,46.75,92.95,52.16,24.36,25.7,49.74,78.14,71.8,28.65,65.56,46.65,15.27,9.39,25.42,46.43,64.28,15.65,29.98,20.47,54.31,44.52,43.04,47.66,37.49,83.54,72.1,72.4,84.14,13.2,35.88,48.66,19.31,83.35,77.39,81.35,14.66,30.64
97153,79.27,83.27,86.69,100,79.54,93.54,90.92,36.25,89.95,73.62,85.7,82.99,94.69,87.7,80.35,83.82,33.06,83.6,41.3,82.94,47.1,39.28,14.42,71.42,19.05,64.78,66.18,94.09,75.65,73.05,81.76,81.72,66.87,50.32,58.75,73.5,80.81,91.18,77.36,36.97,80.64
97154,90.15,55.22,83.15,61.12,72.56,81.18,20.87,77.76,65.52,16.2,88.85,57.24,37.25,84.85,43.99,48.41,15.61,16.11,51.55,72.53,13.93,48.06,13.37,45.54,71.5,54.16,83.94,55.9,84.3,70.78,76.02,84.1,31.78,26.26,62.7,42.55,84.12,88.15,46.72,39.42,65.12
97155,84.67,81.89,76.55,47.72,62.16,78.91,49.92,78.46,70.27,11.45,79.93,55.55,27.69,89.54,27.07,15.75,84.19,6.94,12.51,76.32,8.43,13.98,13.73,19.44,78.05,12.37,68.22,15.96,70.67,38.76,72.06,79.02,11.28,33.69,13.39,40.06,69.55,91.71,17.41,52.26,64.23
97156,78.69,76.69,87.19,93.7,78,87.59,77.44,72.4,29.14,58.24,96.9,85.24,84.8,75.06,8.44,79.03,16.83,73.86,76.8,81.76,65.12,56.46,38.21,68.36,74.74,81.95,84.72,70.47,87.27,65.24,82.24,80.11,62.09,53.85,42.47,32.99,82.69,94.24,56.8,30.37,94.24
97157,100,82.58,84.06,96.1,79.32,87.89,92.75,75.73,77.03,75.78,91.22,66.48,90.84,88.42,81.18,90.68,76.77,82.59,77.89,79.54,83.4,81.76,48.44,64.01,64.73,92.74,81.71,78.98,73.21,56.8,90.22,94.12,76.79,84.52,66.91,56.31,80.69,78.85,77.77,41.05,78.82
97158,75.84,49.25,78.59,86.59,48.36,91.85,61.19,73.8,58.13,67.64,77.41,75.3,80.58,82.17,45.16,77.65,69.28,81.35,68.64,78.41,66.45,84.29,32.46,58.59,73.88,38.37,61.2,75.96,80.76,75.1,70.07,71.75,20.09,51.28,39.09,41.13,75.5,77.76,52.73,28.11,78.18
97159,79.18,76.89,80.1,85.67,77.73,87.77,84.56,79.96,45.87,48.32,76.46,51.19,37.49,100,5.88,77.28,27.92,70.39,25.73,93.95,76.67,45.5,62.94,16.45,79.8,29.16,70.92,64.28,84.84,71.59,83.22,82.62,13.15,50.45,51.87,48.18,81.9,94.45,61.96,38.05,83.15
97160,94.89,13.21,84.23,100,75.53,85.17,86.71,87.86,68.27,63.02,100,75.98,93.53,94.78,97.42,85.22,88.11,66.18,80.05,85.43,69.43,91.94,83.89,52.11,67.78,79.46,93.41,92.03,90.23,62.33,89.66,94.78,75.06,85.54,87.41,70,76.33,87.1,87.23,75.99,94.27
97161,87.19,85.6,92.8,68.24,94.75,86.84,68.98,57.01,36.14,67.18,90.59,77.17,63.67,93.73,12.35,76.03,17.74,57.98,60.35,67.89,80.72,81.45,49.02,57.18,81.82,77.74,79.64,50.49,80.91,53.04,86.03,66.51,26.7,63.38,48.86,44.24,79.23,81.31,81.86,39.51,66.74
97162,93.47,76.86,79.32,68.38,81.89,87.5,84.38,56.73,46.88,76.32,93.05,81.43,90.19,91.11,51.62,84.44,76.57,76.55,77.33,75.83,78.87,72.8,38.69,48.78,31.93,100,88.53,83.48,79.58,77.43,84.68,80.83,83.97,94.93,84.57,5.93,80.64,84.31,84.83,42.39,63.88
97163,93.15,45.36,93.3,100,56.55,95.57,77.71,76.99,93.78,77.15,97.66,84.57,83.78,86.9,93.11,75.07,49.28,49.34,82.08,77.89,69.71,84.76,58.52,45.57,26.08,77.27,90.19,89.72,90.25,57.55,93.79,94.22,67.41,89.22,82.58,48.6,80.41,88.39,77.03,47.9,80.47
97164,90.11,53.63,71.81,86.69,60.51,92.16,91.65,53.58,59.05,54.58,94.77,76.54,75.24,93.61,81.79,69.85,20.52,53.34,31.11,79.65,59.37,60.7,46.59,51.05,49.25,57.16,71.27,76.53,85.95,72.5,83.97,79.56,30.15,74.58,64.83,42.1,76.82,83.43,59.38,33.04,83.11
97165,85.97,71.19,62.52,56.01,78.16,90.43,68.39,37.5,71.04,50.48,76.4,61.82,54.26,86.1,45.82,75.49,28.39,53.05,42.83,83.58,34.98,25.2,29.84,25.76,42.63,42.55,72.66,47.06,42.95,58.04,63.28,77.43,30.56,33.83,51.45,36.38,83.23,81.82,50.14,38.12,83.06
97166,86.77,80.97,87.54,85.39,81.56,100,89.15,51.48,65.73,80.87,100,87.91,82.45,87.18,87.86,94.52,82.18,72.14,81.62,78.9,65.21,71.71,25.89,40.36,67.85,79.81,79.38,81.7,79.16,79.62,87.98,81.62,74.14,77.94,71.23,55.9,77.88,93.73,83.54,79.79,86.21
97167,100,66.54,90.04,89.4,80.24,100,90.46,40.06,66.14,76.78,93.83,87.01,80.95,89.47,90.57,94.2,63.83,79.82,70.9,90.57,72.28,82.98,54.05,68.4,54.77,75.42,94.66,80.27,80.51,75.52,84.64,82.46,74.69,88.13,78.39,83.7,80.13,88.28,76.07,79.61,89.47
97168,89.09,79.5,76.55,41.79,79.03,81.56,79.95,57.29,73.45,82.78,83.19,85,45.73,76.28,29.54,75.53,21.67,59.78,54.64,67.36,48.85,77.91,23.02,37.42,48.04,55.58,84.45,76.71,68.76,46.12,76.61,87.93,45.03,66.41,77.67,20.05,79.4,78.31,65.35,53.74,86.12
